CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_340339688	2	5000.0	0	1	1	Other,seeexplanation
Application_1415268279	2	25000.0	0	19	2	Car
Application_1916112762	0	6000.0	975	1318	2	Homeimprovement
Application_874825103	0	10000.0	877	10	1	Car
Application_1384403042	2	20000.0	0	19	2	Homeimprovement
Application_1870612341	2	15000.0	0	1	1	Car
Application_914362775	0	0.0	988	10	1	Unknown
Application_294742387	1	22000.0	0	9	1	Car
Application_1894427294	0	5000.0	1057	2	1	Car
Application_464595838	0	20000.0	831	1319	2	Homeimprovement
Application_253215176	0	10000.0	816	47	1	Homeimprovement
Application_160048129	0	5000.0	866	113	3	Car
Application_488535591	2	45250.0	0	1	1	Existingloantakeover
Application_1100528846	0	9000.0	850	17	1	Homeimprovement
Application_1678522753	0	15000.0	1007	6	1	Car
Application_1895964056	0	7500.0	1011	31	1	Car
Application_2017867262	2	10000.0	0	1	1	Car
Application_525355352	0	11000.0	985	544	2	Homeimprovement
Application_1822774560	2	25000.0	0	1	1	Other,seeexplanation
Application_1213605579	0	25000.0	919	298	2	Homeimprovement
Application_2100396348	2	5000.0	0	19	2	Car
Application_882660109	2	10000.0	0	1	1	Existingloantakeover
Application_92231513	2	5000.0	0	19	2	Other,seeexplanation
Application_855552533	0	23632.0	878	3	1	Existingloantakeover
Application_2053775548	0	5000.0	722	28	2	Car
Application_1022701559	0	30000.0	0	122	1	Car
Application_665113574	2	0.0	0	13	1	Homeimprovement
Application_1381149703	0	50000.0	0	12	1	Homeimprovement
Application_1022619955	0	10000.0	888	3	1	Car
Application_367966753	0	20000.0	970	1320	5	Homeimprovement
Application_445923303	0	5000.0	852	96	2	Homeimprovement
Application_809919962	0	25000.0	878	29	1	Homeimprovement
Application_771847778	0	20000.0	835	28	2	Other,seeexplanation
Application_1702727183	2	17000.0	0	60	3	Homeimprovement
Application_1892297383	0	5000.0	889	10	1	Homeimprovement
Application_391541185	0	30000.0	1022	2	1	Other,seeexplanation
Application_240423316	0	10000.0	956	10	1	Car
Application_1755447171	2	45000.0	0	1321	2	Homeimprovement
Application_1852652595	2	15000.0	0	27	2	Existingloantakeover
Application_28092819	0	15000.0	834	43	1	Homeimprovement
Application_766272624	0	15000.0	946	1322	2	Remainingdebthome
Application_48645513	2	8000.0	0	1323	4	Car
Application_271836707	0	12000.0	900	219	2	Car
Application_2102088707	0	30000.0	851	49	2	Homeimprovement
Application_1452159527	2	0.0	0	4	1	Unknown
Application_740139616	2	40000.0	0	432	2	Homeimprovement
Application_824049818	2	25000.0	0	1	1	Car
Application_1444904700	2	400000.0	0	4	1	Existingloantakeover
Application_265405756	2	8000.0	0	4	1	Homeimprovement
Application_1429961433	1	5000.0	0	70	2	Homeimprovement
Application_1960683241	2	15000.0	0	19	2	Other,seeexplanation
Application_1972021216	1	25000.0	0	24	1	Other,seeexplanation
Application_53882128	0	20000.0	769	3	1	Existingloantakeover
Application_713264253	2	16000.0	0	123	2	Existingloantakeover
Application_1631035581	0	12000.0	990	180	2	Remainingdebthome
Application_927559845	0	12000.0	979	2	1	Car
Application_1913241698	0	15000.0	1059	2	1	Car
Application_1236936781	0	15000.0	832	8	1	Homeimprovement
Application_127507880	2	6788.0	0	45	2	Existingloantakeover
Application_1072131214	0	15000.0	851	28	2	Existingloantakeover
Application_132859811	0	0.0	0	5	1	Unknown
Application_277098104	1	25000.0	0	178	1	Homeimprovement
Application_1096343994	2	25000.0	0	7	1	Other,seeexplanation
Application_2141543573	0	15000.0	958	208	2	Homeimprovement
Application_1643015710	1	5000.0	0	18	1	Other,seeexplanation
Application_313803657	0	21500.0	863	17	1	Car
Application_55766939	0	0.0	962	199	1	Unknown
Application_1582198848	0	0.0	965	291	1	Unknown
Application_930403049	2	7000.0	0	1	1	Homeimprovement
Application_1916570871	2	0.0	0	4	1	Unknown
Application_324324662	2	0.0	0	4	1	Unknown
Application_634229442	2	30000.0	0	13	1	Homeimprovement
Application_1430907125	0	15000.0	688	2	1	Boat
Application_1780804420	0	19000.0	957	2	1	Existingloantakeover
Application_359514195	2	10000.0	0	7	1	Car
Application_769220883	2	17338.0	0	1	1	Homeimprovement
Application_579574094	0	30000.0	980	138	2	Remainingdebthome
Application_428762027	2	14000.0	0	1	1	Car
Application_1637539366	0	0.0	817	327	2	Unknown
Application_1700699492	1	5000.0	0	9	1	Other,seeexplanation
Application_1519896529	0	0.0	0	12	1	Unknown
Application_889482237	2	5000.0	0	63	1	Existingloantakeover
Application_226134221	2	20000.0	0	92	2	Car
Application_1006214165	0	34500.0	844	22	1	Other,seeexplanation
Application_428895204	2	5000.0	0	30	1	Other,seeexplanation
Application_1465152142	2	7250.0	0	1	1	Motorcycle
Application_1216605788	2	10000.0	0	1	1	Other,seeexplanation
Application_1692456489	0	15000.0	763	25	1	Existingloantakeover
Application_163121479	1	20000.0	0	9	1	Car
Application_1634125268	0	5000.0	924	212	2	Car
Application_796566212	0	7000.0	747	65	2	Car
Application_1137139708	0	15000.0	0	5	1	Car
Application_2020359539	0	15000.0	817	1324	2	Other,seeexplanation
Application_1590764969	0	25000.0	1004	2	1	Notspeficied
Application_1008776960	0	12000.0	922	51	2	Car
Application_1782267908	0	7000.0	779	23	1	Car
Application_1438853077	0	15000.0	872	5	1	Homeimprovement
Application_1763154398	0	20000.0	774	2	1	Existingloantakeover
Application_426874044	2	20000.0	0	30	1	Homeimprovement
Application_289167943	2	5000.0	0	7	1	Other,seeexplanation
Application_641879278	2	14000.0	0	27	2	Homeimprovement
Application_861766653	2	5000.0	0	27	2	Car
Application_1346234491	0	12500.0	894	192	1	Car
Application_1875406802	2	12000.0	0	1	1	Car
Application_496584186	0	10000.0	950	2	1	Car
Application_1779249573	0	30000.0	983	17	1	Existingloantakeover
Application_858529071	2	30000.0	0	14	2	Notspeficied
Application_107852661	0	32000.0	924	6	1	Car
Application_477844147	0	17000.0	940	205	2	Boat
Application_1722983560	0	8000.0	823	61	2	Car
Application_1948365328	0	15000.0	0	5	1	Car
Application_878691785	1	6000.0	0	42	1	Notspeficied
Application_393398596	0	0.0	0	5	1	Car
Application_621823153	0	7000.0	1075	236	1	Car
Application_696136281	0	15000.0	743	383	1	Car
Application_1815557569	0	10000.0	883	2	1	Homeimprovement
Application_1459749066	0	8250.0	870	2	1	Car
Application_734415924	0	40000.0	877	43	1	Remainingdebthome
Application_774653180	0	5000.0	952	2	1	Car
Application_177676163	0	5000.0	911	31	1	Car
Application_97529474	1	25000.0	0	893	1	Existingloantakeover
Application_43100247	2	10000.0	0	14	2	Car
Application_1758039972	1	5000.0	0	99	2	Car
Application_1399808918	0	30000.0	0	12	1	Car
Application_1812699529	2	7000.0	0	4	1	Caravan/Camper
Application_957513157	0	26500.0	0	5	1	Car
Application_321255448	0	0.0	951	51	2	Homeimprovement
Application_714771041	2	0.0	0	203	1	Car
Application_3338385	0	5000.0	1051	37	2	Homeimprovement
Application_1186519754	2	10500.0	0	4	1	Car
Application_146842933	0	10000.0	711	28	2	Taxpayments
Application_943280483	0	25000.0	824	83	2	Other,seeexplanation
Application_1948115827	0	5000.0	1064	23	1	Car
Application_1756867467	2	8000.0	0	13	1	Homeimprovement
Application_1400879972	0	15000.0	958	50	1	Homeimprovement
Application_711276621	0	15000.0	839	2	1	Existingloantakeover
Application_1087598996	0	23000.0	746	25	1	Existingloantakeover
Application_4781414	0	16000.0	606	25	1	Other,seeexplanation
Application_278830843	2	15000.0	0	1	1	Other,seeexplanation
Application_1049627339	2	15000.0	0	7	1	Homeimprovement
Application_32258287	0	15500.0	731	51	2	Existingloantakeover
Application_1565877069	2	15000.0	0	16	1	Car
Application_1573659532	0	22000.0	909	104	2	Remainingdebthome
Application_2022702127	0	15000.0	888	6	1	Homeimprovement
Application_1356906263	2	34500.0	0	13	1	Other,seeexplanation
Application_357336097	0	30000.0	0	1325	2	Homeimprovement
Application_1952683165	2	12000.0	0	1	1	Homeimprovement
Application_1394311616	1	5000.0	0	1326	3	Other,seeexplanation
Application_1094028679	0	6700.0	898	496	2	Existingloantakeover
Application_2117623607	0	20000.0	716	43	1	Existingloantakeover
Application_27885210	0	5000.0	952	28	2	Existingloantakeover
Application_1561308434	2	33500.0	0	45	2	Existingloantakeover
Application_688635345	0	9300.0	925	2	1	Car
Application_1800687257	0	22000.0	796	23	1	Car
Application_1047219107	2	5000.0	0	469	1	Extraspendinglimit
Application_36231999	2	0.0	0	4	1	Notspeficied
Application_958010441	0	7500.0	846	81	2	Other,seeexplanation
Application_237375849	2	10000.0	0	27	2	Car
Application_1192470411	0	0.0	958	10	1	Unknown
Application_1807274524	2	10000.0	0	118	2	Car
Application_1061014425	0	35000.0	857	23	1	Existingloantakeover
Application_513308790	2	5000.0	0	4	1	Homeimprovement
Application_203309822	2	0.0	0	641	4	Unknown
Application_230697386	0	34000.0	0	5	1	Car
Application_417325171	0	15000.0	828	1327	3	Notspeficied
Application_1899046579	0	10000.0	762	623	1	Other,seeexplanation
Application_1319673694	0	32000.0	836	227	1	Existingloantakeover
Application_1100043024	2	5750.0	0	7	1	Car
Application_698506934	2	5000.0	0	945	2	Car
Application_375995874	2	15000.0	0	4	1	Existingloantakeover
Application_1617629956	0	50000.0	937	3	1	Other,seeexplanation
Application_1996896814	0	10000.0	982	3	1	Homeimprovement
Application_1097987336	0	5000.0	917	2	1	Caravan/Camper
Application_1871993933	0	5000.0	914	6	1	Car
Application_1446138707	1	15000.0	0	18	1	Existingloantakeover
Application_383365555	1	5000.0	0	9	1	Car
Application_1078513548	0	7000.0	952	36	2	Car
Application_699087761	0	0.0	724	8	1	Unknown
Application_1165099041	0	20000.0	981	17	1	Homeimprovement
Application_1594673087	2	7500.0	0	173	2	Other,seeexplanation
Application_1915645782	0	15000.0	996	592	1	Caravan/Camper
Application_716921175	1	11000.0	0	46	1	Existingloantakeover
Application_1486012301	2	15000.0	0	141	1	Notspeficied
Application_234650009	2	7500.0	0	1	1	Car
Application_1870832132	0	25000.0	707	35	1	Homeimprovement
Application_1770932507	0	35175.0	949	23	1	Existingloantakeover
Application_1441038012	0	7300.0	716	51	2	Taxpayments
Application_858453787	2	5000.0	0	1	1	Other,seeexplanation
Application_1082106712	2	9000.0	0	118	2	Notspeficied
Application_2021476847	0	8000.0	645	511	2	Car
Application_2092402063	2	10000.0	0	7	1	Taxpayments
Application_1402189400	1	5000.0	0	622	1	Homeimprovement
Application_1380984136	2	11000.0	0	1	1	Existingloantakeover
Application_812426601	2	5000.0	0	16	1	Car
Application_763648038	0	15000.0	969	1328	4	Homeimprovement
Application_1129494804	0	6000.0	687	3	1	Existingloantakeover
Application_1707690902	0	11000.0	924	3	1	Car
Application_1956890072	0	45000.0	893	449	2	Car
Application_1082791049	2	8000.0	0	1	1	Car
Application_8606801	2	10000.0	0	1	1	Homeimprovement
Application_1910509289	2	5000.0	0	254	2	Car
Application_2028935007	1	15700.0	0	18	1	Notspeficied
Application_954463239	1	30000.0	0	54	2	Other,seeexplanation
Application_1464259642	0	13000.0	894	83	2	Car
Application_700302428	2	15000.0	0	4	1	Notspeficied
Application_1130348546	2	6000.0	0	63	1	Homeimprovement
Application_1062630788	1	25000.0	0	1329	4	Homeimprovement
Application_1442140625	0	16500.0	799	227	1	Car
Application_1884073003	0	0.0	859	241	2	Remainingdebthome
Application_700898434	0	6500.0	657	374	2	Existingloantakeover
Application_798560603	0	15000.0	606	8	1	Unknown
Application_1857968763	2	20000.0	0	13	1	Car
Application_1657554694	0	7500.0	820	61	2	Other,seeexplanation
Application_1134241893	0	15000.0	796	3	1	Homeimprovement
Application_902693704	0	10000.0	956	2	1	Car
Application_202955537	0	10000.0	980	11	1	Homeimprovement
Application_1696111535	0	15000.0	945	104	2	Other,seeexplanation
Application_1659153236	2	5000.0	0	408	1	Homeimprovement
Application_979127095	2	25000.0	0	1067	3	Car
Application_102625262	1	16000.0	0	459	2	Existingloantakeover
Application_1409740498	1	15000.0	0	9	1	Car
Application_977257239	1	20000.0	0	18	1	Existingloantakeover
Application_278804236	1	20000.0	0	9	1	Existingloantakeover
Application_721267553	1	5000.0	0	24	1	Homeimprovement
Application_1478160778	0	8000.0	721	529	1	Car
Application_1459536558	2	8000.0	0	7	1	Existingloantakeover
Application_1936510972	0	30000.0	905	28	2	Homeimprovement
Application_1410679121	0	0.0	1017	21	1	Unknown
Application_1768888685	0	10000.0	719	194	2	Car
Application_2131314372	0	16000.0	956	37	2	Car
Application_1060528695	0	5000.0	857	65	2	Homeimprovement
Application_828905217	2	15000.0	0	4	1	Homeimprovement
Application_1369214764	0	18500.0	0	5	1	Homeimprovement
Application_1775408381	0	0.0	1022	69	2	Unknown
Application_2140560070	0	25000.0	832	2	1	Existingloantakeover
Application_1035547655	2	5000.0	0	1	1	Other,seeexplanation
Application_1407752194	0	5000.0	1053	69	2	Other,seeexplanation
Application_1736511903	2	48000.0	0	14	2	Remainingdebthome
Application_780344640	2	9000.0	0	1	1	Existingloantakeover
Application_1873736719	2	10000.0	0	135	2	Car
Application_2071646053	0	30000.0	857	1330	3	Homeimprovement
Application_997212735	2	15000.0	0	13	1	Other,seeexplanation
Application_1624967843	2	15000.0	0	66	1	Motorcycle
Application_551059309	0	0.0	0	12	1	Unknown
Application_766151088	2	10000.0	0	4	1	Car
Application_424038944	1	15000.0	0	9	1	Car
Application_504209349	0	24000.0	713	28	2	Car
Application_1584263540	0	18000.0	879	35	1	Remainingdebthome
Application_1908395112	2	32500.0	0	1	1	Remainingdebthome
Application_1434353417	0	27000.0	775	12	1	Car
Application_2098242568	2	20000.0	0	7	1	Existingloantakeover
Application_1179291038	0	6500.0	991	572	4	Existingloantakeover
Application_250211561	0	0.0	819	1331	1	Unknown
Application_69518826	2	14000.0	0	353	1	Existingloantakeover
Application_1007423229	1	22000.0	0	59	2	Car
Application_646782980	0	5000.0	1011	8	1	Other,seeexplanation
Application_1723931572	0	6000.0	1051	48	1	Car
Application_1399193504	2	22500.0	0	94	1	Remainingdebthome
Application_1354811170	1	8000.0	0	231	3	Homeimprovement
Application_588423912	1	15000.0	0	427	3	Existingloantakeover
Application_77630972	0	35000.0	847	1332	2	Homeimprovement
Application_1400938454	1	22000.0	0	20	1	Car
Application_73210566	2	5500.0	0	14	2	Homeimprovement
Application_1716758093	0	15000.0	798	31	1	Car
Application_930773501	2	20000.0	0	64	1	Car
Application_368899502	2	5000.0	0	41	2	Car
Application_1441444044	0	25000.0	981	2	1	Notspeficied
Application_1294212373	0	22000.0	846	10	1	Extraspendinglimit
Application_416465801	0	37500.0	797	32	1	Existingloantakeover
Application_2122840308	2	15000.0	0	1	1	Car
Application_1102547176	0	23000.0	859	12	1	Homeimprovement
Application_1081666766	0	38000.0	0	12	1	Car
Application_1662697397	0	32500.0	0	12	1	Car
Application_1692777157	0	15000.0	0	12	1	Homeimprovement
Application_669230329	0	18500.0	0	12	1	Car
Application_405323885	2	20000.0	0	13	1	Homeimprovement
Application_482734996	0	12000.0	719	5	1	Other,seeexplanation
Application_688896697	0	0.0	0	5	1	Car
Application_1476622990	0	41000.0	0	39	1	Extraspendinglimit
Application_1743880423	0	25000.0	0	1333	3	Homeimprovement
Application_1274116272	0	15000.0	969	2	1	Car
Application_1848449060	0	5000.0	1047	2	1	Homeimprovement
Application_1641940616	1	18000.0	0	195	1	Car
Application_1713672177	0	15000.0	900	37	2	Car
Application_1142368645	0	13000.0	791	2	1	Existingloantakeover
Application_1490547557	2	5000.0	0	1	1	Homeimprovement
Application_1079421280	2	10000.0	0	1	1	Homeimprovement
Application_553480929	0	40000.0	890	2	1	Existingloantakeover
Application_172007673	0	11000.0	1011	2	1	Existingloantakeover
Application_504856464	0	7500.0	878	1334	2	Notspeficied
Application_929962035	0	10000.0	972	2	1	Car
Application_1958658032	0	15000.0	1003	17	1	Car
Application_1383319711	2	8500.0	0	7	1	Car
Application_356554912	0	5000.0	901	3	1	Homeimprovement
Application_1918971781	1	10000.0	0	24	1	Homeimprovement
Application_699005200	0	15000.0	878	2	1	Existingloantakeover
Application_561923508	2	6500.0	0	1	1	Motorcycle
Application_246227284	0	8250.0	838	28	2	Extraspendinglimit
Application_1748485740	2	8000.0	0	1	1	Notspeficied
Application_1752075629	0	25000.0	969	3	1	Homeimprovement
Application_2096202597	2	15000.0	0	7	1	Homeimprovement
Application_389567271	0	16000.0	1039	29	1	Car
Application_1116176146	2	15000.0	0	60	3	Homeimprovement
Application_200538025	1	5000.0	0	1335	2	Car
Application_1776683336	2	15000.0	0	1	1	Car
Application_1974607780	0	5000.0	862	2	1	Existingloantakeover
Application_1103246808	0	10000.0	1033	6	1	Notspeficied
Application_241017706	0	15000.0	699	921	1	Existingloantakeover
Application_1029307193	1	50000.0	0	99	2	Existingloantakeover
Application_1471582833	0	5000.0	1032	2	1	Car
Application_2099188574	0	15000.0	771	3	1	Homeimprovement
Application_1888609428	2	7500.0	0	1	1	Homeimprovement
Application_1673691129	2	11750.0	0	7	1	Existingloantakeover
Application_373453984	0	25000.0	951	17	1	Homeimprovement
Application_655765028	2	7000.0	0	1	1	Existingloantakeover
Application_782228788	0	5750.0	956	2	1	Car
Application_66593560	2	18500.0	0	19	2	Homeimprovement
Application_2065471697	2	15000.0	0	14	2	Car
Application_962004890	2	15000.0	0	1	1	Existingloantakeover
Application_200823591	0	17500.0	689	32	1	Notspeficied
Application_238652668	0	8000.0	962	6	1	Homeimprovement
Application_190864626	2	16000.0	0	110	3	Car
Application_1132617949	0	21600.0	968	25	1	Existingloantakeover
